Date,Service_Type,Resource_ID,Region,Usage_Quantity,Cost,Usage_Type,Account,Owner,Resource_State
2023-04-28 04:00:00,VPC,i-87654321,us-east-1,85.31,3617.98,On-Demand,Dept_A,User_5,Terminated
2023-04-28 05:00:00,VPC,bucket-12345,us-east-1,70.9,1604.39,On-Demand,Dept_C,User_1,Running
2023-04-28 07:00:00,RDS,vol-12345678,ap-southeast-1,28.23,4147.81,On-Demand,Dept_A,User_1,Stopped
2023-04-28 08:00:00,Lambda,bucket-12345,us-west-2,34.88,1264.38,On-Demand,Dept_C,User_5,Terminated
2023-04-28 10:00:00,VPC,bucket-12345,us-east-1,96.65,3456.87,Reserved,Dept_A,User_2,Terminated
2023-04-28 11:00:00,Lambda,i-87654321,ap-southeast-1,37.22,1585.72,Reserved,Dept_D,User_1,Running
2023-04-28 12:00:00,EC2,vol-12345678,ap-southeast-1,3.33,3243.36,Spot,Dept_C,User_4,Terminated
2023-04-28 14:00:00,RDS,i-12345678,us-east-1,54.44,2852.4,Spot,Dept_C,User_3,Running
2023-04-28 15:00:00,DynamoDB,i-12345678,us-west-2,80.12,2953.09,Spot,Dept_A,User_1,Terminated
2023-04-28 17:00:00,S3,i-12345678,us-west-2,96.47,3281.8,Spot,Dept_D,User_3,Stopped
2023-04-28 18:00:00,S3,i-87654321,eu-central-1,78.29,1321.9,Reserved,Dept_B,User_5,Stopped
2023-04-28 19:00:00,DynamoDB,vol-12345678,eu-central-1,29.93,298.49,Spot,Dept_C,User_4,Terminated
2023-04-28 20:00:00,DynamoDB,vol-12345678,us-west-2,64.17,10.43,On-Demand,Dept_D,User_4,Running
2023-04-28 21:00:00,RDS,i-12345678,eu-central-1,67.26,4522.13,Spot,Dept_D,User_3,Terminated
2023-04-29 00:00:00,Lambda,bucket-12345,ap-southeast-1,19.21,2435.52,Reserved,Dept_A,User_1,Stopped
2023-04-29 03:00:00,VPC,i-87654321,us-east-1,13.62,1234.54,Spot,Dept_A,User_3,Stopped
2023-04-29 05:00:00,DynamoDB,i-87654321,us-east-1,80.4,828.52,Spot,Dept_D,User_5,Stopped
2023-04-29 06:00:00,DynamoDB,i-12345678,us-east-1,43.34,1664.14,Spot,Dept_A,User_4,Terminated
2023-04-29 07:00:00,EC2,i-87654321,ap-southeast-1,56.11,1334.4,On-Demand,Dept_B,User_4,Running
2023-04-29 08:00:00,Lambda,i-87654321,us-west-2,91.28,2377.39,On-Demand,Dept_C,User_2,Running
2023-04-29 09:00:00,VPC,i-12345678,ap-southeast-1,57.0,2099.2,Reserved,Dept_D,User_4,Stopped
2023-04-29 10:00:00,Lambda,vol-12345678,us-west-2,20.94,1654.32,Spot,Dept_B,User_1,Running
2023-04-29 12:00:00,VPC,i-12345678,us-east-1,53.03,2422.69,Spot,Dept_B,User_5,Terminated
2023-04-29 14:00:00,EC2,i-87654321,eu-central-1,61.29,3651.25,Spot,Dept_B,User_3,Running
2023-04-29 15:00:00,DynamoDB,i-87654321,us-west-2,99.92,3603.01,Spot,Dept_C,User_2,Terminated
2023-04-29 16:00:00,S3,bucket-12345,us-west-2,65.29,1830.78,Reserved,Dept_C,User_3,Terminated
2023-04-29 17:00:00,S3,vol-12345678,us-west-2,37.3,3542.24,Spot,Dept_D,User_1,Terminated
2023-04-29 18:00:00,EC2,i-87654321,eu-central-1,33.24,2327.92,Reserved,Dept_C,User_4,Running
2023-04-29 19:00:00,RDS,vol-12345678,us-west-2,93.17,751.81,Spot,Dept_A,User_4,Stopped
2023-04-29 22:00:00,EC2,i-12345678,eu-central-1,35.41,572.86,Spot,Dept_B,User_5,Stopped
2023-04-30 02:00:00,S3,bucket-12345,us-west-2,31.08,3497.37,Reserved,Dept_D,User_3,Terminated
2023-04-30 03:00:00,Lambda,i-12345678,ap-southeast-1,43.49,2690.25,On-Demand,Dept_A,User_3,Stopped
2023-04-30 04:00:00,EC2,i-87654321,us-west-2,25.62,4292.32,On-Demand,Dept_C,User_2,Running
2023-04-30 06:00:00,DynamoDB,i-12345678,us-west-2,0.71,1330.15,Spot,Dept_C,User_5,Stopped
2023-04-30 07:00:00,VPC,bucket-12345,ap-southeast-1,63.12,4705.41,Reserved,Dept_A,User_4,Running
2023-04-30 09:00:00,Lambda,bucket-12345,eu-central-1,18.88,3945.36,Reserved,Dept_C,User_4,Terminated
2023-04-30 10:00:00,S3,vol-12345678,us-west-2,94.37,2461.09,Reserved,Dept_C,User_5,Terminated
2023-04-30 11:00:00,EC2,i-12345678,eu-central-1,41.02,2355.69,Spot,Dept_A,User_1,Stopped
2023-04-30 12:00:00,DynamoDB,vol-12345678,us-west-2,2.65,741.01,On-Demand,Dept_B,User_3,Terminated
2023-04-30 13:00:00,EC2,vol-12345678,us-east-1,22.06,4256.07,Spot,Dept_D,User_3,Running
2023-04-30 14:00:00,RDS,i-87654321,ap-southeast-1,69.24,392.24,Reserved,Dept_D,User_1,Terminated
2023-04-30 15:00:00,RDS,i-87654321,us-west-2,20.24,1551.65,Spot,Dept_A,User_3,Running
2023-04-30 18:00:00,S3,i-87654321,eu-central-1,51.88,4406.95,On-Demand,Dept_A,User_4,Running
2023-04-30 19:00:00,S3,i-87654321,ap-southeast-1,76.15,196.97,Spot,Dept_A,User_3,Stopped
2023-04-30 20:00:00,VPC,i-12345678,us-west-2,77.29,3247.21,Reserved,Dept_D,User_2,Running
2023-04-30 21:00:00,RDS,bucket-12345,us-west-2,96.0,2387.59,Spot,Dept_D,User_4,Stopped
2023-04-30 23:00:00,VPC,i-87654321,us-east-1,4.0,3716.39,Spot,Dept_C,User_4,Stopped
2023-05-01 00:00:00,VPC,i-12345678,eu-central-1,98.72,2056.83,On-Demand,Dept_B,User_3,Running
2023-05-01 02:00:00,S3,i-87654321,eu-central-1,71.57,4836.35,Spot,Dept_C,User_1,Stopped
2023-05-01 04:00:00,EC2,bucket-12345,us-east-1,7.07,4116.95,Spot,Dept_A,User_4,Running
2023-05-01 05:00:00,RDS,i-12345678,ap-southeast-1,16.11,3848.0,Spot,Dept_A,User_3,Terminated
2023-05-01 06:00:00,Lambda,vol-12345678,us-west-2,42.78,3313.94,On-Demand,Dept_A,User_3,Stopped
2023-05-01 08:00:00,VPC,i-87654321,us-east-1,44.69,1258.38,Spot,Dept_C,User_4,Running
2023-05-01 09:00:00,Lambda,i-12345678,ap-southeast-1,56.2,4103.95,Reserved,Dept_D,User_2,Running
2023-05-01 10:00:00,DynamoDB,bucket-12345,ap-southeast-1,0.13,1889.25,Reserved,Dept_B,User_3,Terminated
2023-05-01 11:00:00,S3,i-87654321,ap-southeast-1,11.51,4062.55,Reserved,Dept_C,User_5,Stopped
2023-05-01 13:00:00,DynamoDB,i-12345678,eu-central-1,5.43,4288.62,On-Demand,Dept_B,User_3,Terminated
2023-05-01 14:00:00,RDS,bucket-12345,us-east-1,13.44,4474.27,Spot,Dept_D,User_4,Terminated
2023-05-01 15:00:00,RDS,vol-12345678,ap-southeast-1,23.26,2988.42,Reserved,Dept_C,User_2,Stopped
2023-05-01 18:00:00,Lambda,bucket-12345,ap-southeast-1,13.36,1335.3,Reserved,Dept_C,User_4,Terminated
2023-05-01 19:00:00,S3,i-87654321,us-west-2,73.82,77.24,On-Demand,Dept_D,User_5,Terminated
2023-05-01 20:00:00,DynamoDB,i-12345678,us-east-1,85.52,2035.77,Reserved,Dept_A,User_5,Stopped
2023-05-01 21:00:00,VPC,bucket-12345,eu-central-1,65.18,2539.12,On-Demand,Dept_C,User_1,Stopped
2023-05-02 01:00:00,S3,vol-12345678,us-west-2,97.85,1386.81,On-Demand,Dept_A,User_3,Terminated
2023-05-02 03:00:00,VPC,vol-12345678,eu-central-1,39.63,1505.28,Reserved,Dept_A,User_4,Terminated
2023-05-02 08:00:00,RDS,i-87654321,us-east-1,26.2,2556.62,On-Demand,Dept_A,User_5,Running
2023-05-02 10:00:00,RDS,i-87654321,us-east-1,48.85,1398.39,On-Demand,Dept_B,User_3,Terminated
2023-05-02 11:00:00,DynamoDB,i-87654321,us-east-1,72.31,3648.92,Spot,Dept_B,User_4,Stopped
2023-05-02 15:00:00,S3,vol-12345678,eu-central-1,72.01,2605.63,On-Demand,Dept_D,User_5,Running
2023-05-02 16:00:00,RDS,i-87654321,us-west-2,28.98,4942.07,Spot,Dept_D,User_5,Stopped
2023-05-02 18:00:00,VPC,i-87654321,us-east-1,66.61,4738.75,Reserved,Dept_A,User_5,Terminated
2023-05-02 19:00:00,S3,i-87654321,ap-southeast-1,27.32,4576.2,Reserved,Dept_B,User_1,Running
2023-05-02 23:00:00,RDS,vol-12345678,us-east-1,85.86,1732.24,Reserved,Dept_B,User_3,Running
2023-05-03 01:00:00,Lambda,bucket-12345,ap-southeast-1,8.97,4895.91,On-Demand,Dept_A,User_4,Terminated
2023-05-03 03:00:00,VPC,bucket-12345,ap-southeast-1,88.78,543.89,On-Demand,Dept_A,User_2,Stopped
2023-05-03 04:00:00,Lambda,i-87654321,eu-central-1,33.36,3891.76,On-Demand,Dept_B,User_4,Running
2023-05-03 06:00:00,DynamoDB,bucket-12345,eu-central-1,71.58,3104.87,On-Demand,Dept_A,User_1,Terminated
2023-05-03 07:00:00,RDS,i-87654321,eu-central-1,31.98,4621.84,On-Demand,Dept_D,User_5,Running
2023-05-03 08:00:00,VPC,vol-12345678,eu-central-1,33.4,2877.74,Spot,Dept_B,User_4,Running
2023-05-03 09:00:00,S3,i-12345678,us-west-2,73.92,3188.68,On-Demand,Dept_A,User_1,Terminated
2023-05-03 10:00:00,VPC,i-12345678,eu-central-1,25.24,3214.49,On-Demand,Dept_A,User_3,Stopped
2023-05-03 11:00:00,DynamoDB,vol-12345678,us-west-2,89.69,3062.19,Spot,Dept_B,User_2,Running
2023-05-03 16:00:00,VPC,vol-12345678,us-west-2,57.32,2877.0,Reserved,Dept_C,User_2,Running
2023-05-03 17:00:00,EC2,bucket-12345,eu-central-1,15.64,1591.03,Spot,Dept_B,User_2,Terminated
2023-05-03 18:00:00,EC2,i-87654321,ap-southeast-1,20.71,2619.72,On-Demand,Dept_C,User_2,Stopped
2023-05-03 19:00:00,S3,i-12345678,us-west-2,46.88,2465.54,Reserved,Dept_A,User_1,Stopped
2023-05-03 21:00:00,EC2,i-87654321,us-west-2,93.94,1466.79,Reserved,Dept_D,User_3,Terminated
2023-05-04 00:00:00,Lambda,bucket-12345,ap-southeast-1,25.15,2349.18,On-Demand,Dept_C,User_3,Terminated
2023-05-04 02:00:00,EC2,i-87654321,us-east-1,98.23,2254.28,Reserved,Dept_C,User_2,Terminated
2023-05-04 05:00:00,DynamoDB,i-87654321,us-west-2,10.42,4636.5,Spot,Dept_C,User_5,Terminated
2023-05-04 06:00:00,EC2,i-87654321,ap-southeast-1,27.0,2711.65,On-Demand,Dept_A,User_4,Terminated
2023-05-04 09:00:00,RDS,i-12345678,us-west-2,29.99,1704.61,On-Demand,Dept_A,User_3,Terminated
2023-05-04 13:00:00,VPC,i-12345678,us-west-2,41.96,3373.68,Spot,Dept_A,User_3,Running
2023-05-04 14:00:00,RDS,vol-12345678,ap-southeast-1,22.4,1892.56,On-Demand,Dept_C,User_5,Terminated
2023-05-04 16:00:00,EC2,i-12345678,eu-central-1,45.76,4359.57,Spot,Dept_D,User_1,Running
2023-05-04 17:00:00,S3,i-12345678,us-east-1,80.09,4610.82,Reserved,Dept_D,User_5,Running
2023-05-04 18:00:00,DynamoDB,i-12345678,eu-central-1,29.21,3133.84,Spot,Dept_D,User_2,Stopped
2023-05-04 20:00:00,RDS,vol-12345678,eu-central-1,60.34,4933.27,On-Demand,Dept_D,User_5,Terminated
2023-05-04 21:00:00,DynamoDB,i-87654321,us-east-1,45.1,3074.07,On-Demand,Dept_C,User_5,Running
2023-05-04 23:00:00,S3,i-87654321,eu-central-1,92.18,1796.59,Spot,Dept_D,User_2,Running
2023-05-05 03:00:00,EC2,vol-12345678,eu-central-1,99.8,4149.1,Spot,Dept_C,User_2,Running
2023-05-05 04:00:00,VPC,i-87654321,ap-southeast-1,45.69,2006.18,Spot,Dept_D,User_5,Running
2023-05-05 07:00:00,DynamoDB,i-12345678,eu-central-1,36.23,4418.1,Spot,Dept_B,User_1,Running
2023-05-05 08:00:00,VPC,i-12345678,ap-southeast-1,27.65,533.1,Spot,Dept_D,User_3,Running
2023-05-05 09:00:00,EC2,i-87654321,us-west-2,98.06,4137.52,On-Demand,Dept_C,User_2,Terminated
2023-05-05 10:00:00,Lambda,i-87654321,us-west-2,87.09,1371.58,On-Demand,Dept_B,User_2,Terminated
2023-05-05 12:00:00,Lambda,vol-12345678,us-west-2,30.59,1626.16,Reserved,Dept_D,User_5,Terminated
2023-05-05 13:00:00,DynamoDB,bucket-12345,us-east-1,10.44,282.12,Reserved,Dept_B,User_5,Running
2023-05-05 14:00:00,Lambda,vol-12345678,ap-southeast-1,87.72,1049.75,Reserved,Dept_A,User_4,Stopped
2023-05-05 16:00:00,Lambda,vol-12345678,ap-southeast-1,57.3,3706.27,On-Demand,Dept_C,User_1,Terminated
2023-05-05 17:00:00,VPC,i-12345678,us-east-1,90.05,503.97,On-Demand,Dept_B,User_1,Running
2023-05-05 18:00:00,S3,vol-12345678,ap-southeast-1,40.87,4064.76,Reserved,Dept_A,User_3,Terminated
2023-05-05 21:00:00,DynamoDB,i-12345678,ap-southeast-1,70.12,2368.95,On-Demand,Dept_B,User_1,Terminated
2023-05-05 22:00:00,DynamoDB,bucket-12345,ap-southeast-1,43.18,2841.02,Spot,Dept_A,User_5,Running
2023-05-05 23:00:00,RDS,bucket-12345,us-east-1,39.34,31.3,Spot,Dept_B,User_3,Terminated
2023-05-06 00:00:00,EC2,vol-12345678,us-east-1,99.07,1046.76,Reserved,Dept_C,User_4,Running
2023-05-06 01:00:00,DynamoDB,bucket-12345,eu-central-1,61.27,4494.99,Reserved,Dept_C,User_5,Running
2023-05-06 03:00:00,DynamoDB,bucket-12345,us-west-2,25.86,4524.02,On-Demand,Dept_B,User_4,Terminated
2023-05-06 05:00:00,VPC,bucket-12345,us-west-2,70.69,665.8,Spot,Dept_C,User_4,Running
2023-05-06 06:00:00,S3,vol-12345678,eu-central-1,37.28,877.16,On-Demand,Dept_B,User_2,Running
2023-05-06 07:00:00,RDS,i-87654321,us-west-2,82.14,3997.03,On-Demand,Dept_B,User_3,Running
2023-05-06 08:00:00,VPC,i-87654321,us-west-2,36.45,2391.19,Reserved,Dept_B,User_1,Stopped
2023-05-06 10:00:00,Lambda,i-87654321,us-west-2,77.94,3434.17,Reserved,Dept_C,User_5,Running
2023-05-06 11:00:00,EC2,vol-12345678,ap-southeast-1,49.0,4703.47,Spot,Dept_D,User_3,Stopped
2023-05-06 12:00:00,EC2,i-87654321,eu-central-1,88.5,2862.47,Spot,Dept_A,User_1,Stopped
2023-05-06 13:00:00,RDS,bucket-12345,ap-southeast-1,59.05,493.95,On-Demand,Dept_C,User_1,Stopped
2023-05-06 14:00:00,VPC,vol-12345678,us-east-1,24.14,274.23,Spot,Dept_A,User_3,Running
2023-05-06 15:00:00,EC2,i-12345678,ap-southeast-1,56.87,3979.46,Spot,Dept_D,User_2,Running
2023-05-06 17:00:00,VPC,i-87654321,ap-southeast-1,31.31,4613.33,On-Demand,Dept_A,User_3,Terminated
2023-05-06 18:00:00,RDS,i-12345678,ap-southeast-1,20.87,2736.48,On-Demand,Dept_D,User_3,Terminated
2023-05-06 19:00:00,RDS,vol-12345678,eu-central-1,65.45,312.45,Spot,Dept_B,User_4,Stopped
2023-05-06 21:00:00,EC2,i-12345678,us-west-2,29.08,3290.12,Spot,Dept_D,User_1,Terminated
2023-05-06 22:00:00,RDS,i-12345678,us-east-1,33.2,1924.73,Reserved,Dept_A,User_4,Stopped
2023-05-07 02:00:00,VPC,i-87654321,eu-central-1,22.31,1127.35,On-Demand,Dept_A,User_1,Terminated
2023-05-07 03:00:00,RDS,vol-12345678,us-west-2,11.78,761.11,On-Demand,Dept_C,User_5,Stopped
2023-05-07 05:00:00,VPC,vol-12345678,eu-central-1,83.57,2943.27,On-Demand,Dept_A,User_5,Terminated
2023-05-07 06:00:00,VPC,i-87654321,us-west-2,68.36,22.19,Reserved,Dept_D,User_1,Stopped
2023-05-07 09:00:00,RDS,vol-12345678,us-east-1,3.05,4061.34,Spot,Dept_D,User_3,Terminated
2023-05-07 11:00:00,S3,bucket-12345,us-west-2,82.36,3237.36,On-Demand,Dept_A,User_3,Stopped
2023-05-07 13:00:00,S3,i-87654321,eu-central-1,98.17,3452.05,On-Demand,Dept_C,User_4,Terminated
2023-05-07 14:00:00,EC2,i-87654321,us-east-1,94.46,3489.89,Reserved,Dept_B,User_1,Running
2023-05-07 15:00:00,DynamoDB,bucket-12345,eu-central-1,17.08,651.55,Reserved,Dept_D,User_4,Stopped
2023-05-07 16:00:00,VPC,vol-12345678,us-east-1,97.2,3325.62,Reserved,Dept_C,User_5,Stopped
2023-05-07 17:00:00,RDS,vol-12345678,ap-southeast-1,94.56,1668.17,On-Demand,Dept_A,User_5,Running
2023-05-07 20:00:00,RDS,i-12345678,us-east-1,3.68,2261.76,On-Demand,Dept_A,User_5,Stopped
2023-05-07 21:00:00,Lambda,i-87654321,ap-southeast-1,66.11,3869.49,Spot,Dept_D,User_4,Running
2023-05-08 00:00:00,S3,i-12345678,eu-central-1,57.8,530.86,On-Demand,Dept_D,User_5,Terminated
2023-05-08 02:00:00,EC2,vol-12345678,eu-central-1,66.72,2579.65,Reserved,Dept_B,User_5,Stopped
2023-05-08 05:00:00,S3,i-12345678,ap-southeast-1,18.26,2947.57,On-Demand,Dept_B,User_1,Terminated
2023-05-08 07:00:00,Lambda,vol-12345678,us-west-2,82.94,4500.79,Spot,Dept_C,User_3,Terminated
2023-05-08 08:00:00,VPC,bucket-12345,us-west-2,60.04,1561.42,On-Demand,Dept_D,User_4,Stopped
2023-05-08 10:00:00,Lambda,vol-12345678,us-east-1,51.23,2472.11,Reserved,Dept_B,User_4,Stopped
2023-05-08 11:00:00,RDS,vol-12345678,us-east-1,38.89,4565.92,Spot,Dept_D,User_2,Running
2023-05-08 13:00:00,S3,i-12345678,us-west-2,98.96,3387.58,Spot,Dept_D,User_1,Stopped
2023-05-08 14:00:00,S3,i-87654321,us-east-1,74.99,3630.52,On-Demand,Dept_A,User_2,Terminated
2023-05-08 17:00:00,EC2,i-12345678,us-east-1,50.01,964.21,On-Demand,Dept_B,User_2,Terminated
2023-05-08 18:00:00,DynamoDB,bucket-12345,us-west-2,65.97,886.7,Reserved,Dept_A,User_1,Terminated
2023-05-08 19:00:00,S3,vol-12345678,us-west-2,46.65,1811.14,Reserved,Dept_A,User_5,Running
2023-05-08 20:00:00,DynamoDB,i-12345678,us-east-1,68.65,4254.87,Spot,Dept_A,User_1,Terminated
2023-05-08 21:00:00,S3,i-12345678,eu-central-1,32.99,3572.41,On-Demand,Dept_D,User_3,Running
2023-05-08 22:00:00,DynamoDB,i-12345678,ap-southeast-1,41.12,2832.58,Reserved,Dept_D,User_5,Terminated
2023-05-08 23:00:00,Lambda,i-87654321,us-west-2,86.42,97.73,Reserved,Dept_A,User_2,Running
2023-05-09 01:00:00,DynamoDB,i-87654321,eu-central-1,96.45,4017.67,Reserved,Dept_B,User_2,Stopped
2023-05-09 02:00:00,EC2,vol-12345678,us-west-2,17.33,1212.81,On-Demand,Dept_B,User_3,Terminated
2023-05-09 03:00:00,Lambda,bucket-12345,eu-central-1,24.24,3651.59,On-Demand,Dept_A,User_1,Stopped
2023-05-09 04:00:00,Lambda,i-87654321,eu-central-1,46.42,923.58,Spot,Dept_B,User_2,Terminated
2023-05-09 05:00:00,EC2,i-12345678,us-east-1,79.76,3032.03,Reserved,Dept_C,User_4,Terminated
2023-05-09 06:00:00,DynamoDB,i-87654321,us-west-2,73.18,3141.24,Spot,Dept_D,User_2,Terminated
2023-05-09 07:00:00,RDS,i-12345678,ap-southeast-1,17.53,3759.96,Spot,Dept_B,User_5,Running
2023-05-09 08:00:00,EC2,i-87654321,eu-central-1,23.74,2191.99,Reserved,Dept_C,User_5,Running
2023-05-09 09:00:00,DynamoDB,i-87654321,ap-southeast-1,57.57,3163.56,On-Demand,Dept_D,User_4,Terminated
2023-05-09 10:00:00,EC2,i-87654321,us-east-1,29.59,2435.11,Spot,Dept_B,User_3,Stopped
2023-05-09 12:00:00,S3,i-87654321,us-east-1,48.71,2609.64,On-Demand,Dept_C,User_3,Stopped
2023-05-09 13:00:00,DynamoDB,bucket-12345,us-east-1,59.47,1048.38,Reserved,Dept_C,User_3,Running
2023-05-09 14:00:00,RDS,bucket-12345,ap-southeast-1,25.18,3339.63,Reserved,Dept_D,User_4,Running
2023-05-09 15:00:00,S3,bucket-12345,ap-southeast-1,16.4,2742.56,On-Demand,Dept_A,User_5,Running
2023-05-09 16:00:00,EC2,i-12345678,eu-central-1,39.92,4019.25,On-Demand,Dept_B,User_2,Stopped
2023-05-09 17:00:00,VPC,i-12345678,us-west-2,8.29,884.97,On-Demand,Dept_A,User_3,Stopped
2023-05-09 19:00:00,EC2,bucket-12345,eu-central-1,83.98,4608.18,On-Demand,Dept_D,User_5,Stopped
2023-05-09 20:00:00,DynamoDB,bucket-12345,eu-central-1,11.99,4650.17,Spot,Dept_B,User_5,Running
2023-05-09 21:00:00,DynamoDB,vol-12345678,us-east-1,11.36,2211.56,Reserved,Dept_B,User_4,Terminated
2023-05-09 22:00:00,S3,bucket-12345,us-east-1,8.11,239.23,Reserved,Dept_A,User_1,Stopped
2023-05-09 23:00:00,RDS,i-87654321,eu-central-1,84.8,1533.12,On-Demand,Dept_B,User_1,Stopped
2023-05-10 03:00:00,VPC,i-87654321,us-west-2,32.94,4145.05,On-Demand,Dept_A,User_1,Terminated
2023-05-10 04:00:00,EC2,i-12345678,eu-central-1,9.25,15.68,Reserved,Dept_C,User_5,Running
2023-05-10 06:00:00,S3,i-87654321,eu-central-1,58.63,3321.52,Reserved,Dept_D,User_3,Running
2023-05-10 11:00:00,EC2,bucket-12345,ap-southeast-1,42.67,3921.09,Reserved,Dept_C,User_5,Terminated
2023-05-10 13:00:00,DynamoDB,vol-12345678,us-west-2,67.58,152.67,Reserved,Dept_A,User_4,Running
2023-05-10 16:00:00,VPC,vol-12345678,us-west-2,43.6,4787.16,On-Demand,Dept_A,User_4,Running
2023-05-10 18:00:00,S3,bucket-12345,ap-southeast-1,49.26,884.12,On-Demand,Dept_A,User_3,Stopped
2023-05-10 19:00:00,S3,bucket-12345,us-west-2,25.66,2366.44,Spot,Dept_D,User_3,Terminated
2023-05-10 22:00:00,DynamoDB,bucket-12345,us-east-1,32.31,4039.83,On-Demand,Dept_A,User_4,Running
2023-05-11 00:00:00,RDS,i-12345678,ap-southeast-1,82.75,926.78,Reserved,Dept_C,User_5,Stopped
2023-05-11 02:00:00,RDS,bucket-12345,us-west-2,85.05,2959.69,Reserved,Dept_A,User_3,Stopped
2023-05-11 03:00:00,Lambda,i-12345678,us-west-2,24.24,2891.76,Spot,Dept_B,User_1,Terminated
2023-05-11 04:00:00,S3,bucket-12345,us-west-2,58.94,3391.45,Reserved,Dept_C,User_3,Running
2023-05-11 05:00:00,Lambda,bucket-12345,us-west-2,68.6,2820.05,On-Demand,Dept_D,User_1,Running
2023-05-11 06:00:00,Lambda,i-87654321,eu-central-1,90.51,2287.84,On-Demand,Dept_C,User_3,Stopped
2023-05-11 07:00:00,EC2,bucket-12345,ap-southeast-1,60.8,3202.08,Reserved,Dept_A,User_5,Running
2023-05-11 09:00:00,RDS,i-87654321,eu-central-1,57.27,1129.22,Reserved,Dept_A,User_4,Running
2023-05-11 10:00:00,S3,vol-12345678,us-west-2,20.29,2485.5,Reserved,Dept_C,User_4,Terminated
2023-05-11 11:00:00,RDS,bucket-12345,us-west-2,68.94,2291.13,On-Demand,Dept_C,User_2,Stopped
2023-05-11 13:00:00,RDS,i-87654321,us-east-1,55.77,4172.28,On-Demand,Dept_A,User_2,Running
2023-05-11 14:00:00,VPC,i-12345678,ap-southeast-1,64.8,1887.22,Spot,Dept_A,User_1,Running
2023-05-11 15:00:00,DynamoDB,i-87654321,ap-southeast-1,89.87,363.91,On-Demand,Dept_B,User_3,Terminated
2023-05-11 16:00:00,VPC,i-12345678,us-east-1,45.07,2289.77,Reserved,Dept_C,User_2,Stopped
2023-05-11 18:00:00,RDS,i-87654321,us-west-2,16.84,3522.22,On-Demand,Dept_C,User_4,Terminated
2023-05-11 20:00:00,Lambda,i-12345678,us-west-2,52.53,1350.93,Reserved,Dept_D,User_5,Stopped
2023-05-11 22:00:00,EC2,vol-12345678,us-east-1,63.27,1459.08,On-Demand,Dept_C,User_1,Terminated
2023-05-12 01:00:00,S3,vol-12345678,eu-central-1,62.3,2569.7,On-Demand,Dept_C,User_4,Running
2023-05-12 02:00:00,EC2,i-12345678,us-east-1,18.9,4804.3,Spot,Dept_A,User_5,Stopped
2023-05-12 05:00:00,VPC,vol-12345678,eu-central-1,74.73,1863.83,On-Demand,Dept_B,User_4,Running
2023-05-12 07:00:00,RDS,i-87654321,ap-southeast-1,23.89,4200.91,On-Demand,Dept_C,User_4,Running
2023-05-12 08:00:00,EC2,vol-12345678,us-west-2,55.67,4517.55,On-Demand,Dept_B,User_2,Stopped
2023-05-12 09:00:00,S3,i-87654321,eu-central-1,35.49,4721.85,Reserved,Dept_D,User_2,Running
2023-05-12 10:00:00,RDS,bucket-12345,ap-southeast-1,83.74,4395.82,On-Demand,Dept_B,User_3,Terminated
2023-05-12 13:00:00,RDS,i-12345678,us-west-2,98.51,1575.11,Spot,Dept_A,User_5,Stopped
2023-05-12 15:00:00,Lambda,i-12345678,us-west-2,69.63,774.22,Spot,Dept_C,User_1,Terminated
2023-05-12 16:00:00,S3,i-12345678,us-west-2,43.78,1454.89,Spot,Dept_C,User_4,Terminated
2023-05-12 17:00:00,Lambda,i-12345678,us-east-1,25.01,374.16,Reserved,Dept_C,User_2,Running
2023-05-12 18:00:00,Lambda,bucket-12345,eu-central-1,67.68,1215.54,On-Demand,Dept_D,User_3,Terminated
2023-05-12 19:00:00,DynamoDB,i-87654321,us-west-2,12.68,4784.92,Reserved,Dept_D,User_2,Running
2023-05-12 21:00:00,Lambda,bucket-12345,ap-southeast-1,25.14,798.99,Reserved,Dept_C,User_2,Stopped
2023-05-12 23:00:00,S3,vol-12345678,us-east-1,63.3,4142.61,Reserved,Dept_A,User_2,Terminated
2023-05-13 02:00:00,EC2,i-87654321,ap-southeast-1,89.44,1209.18,Spot,Dept_C,User_4,Running
2023-05-13 05:00:00,DynamoDB,i-87654321,eu-central-1,66.08,3345.81,Reserved,Dept_B,User_1,Terminated
2023-05-13 06:00:00,EC2,vol-12345678,us-east-1,93.66,4111.22,Spot,Dept_B,User_2,Running
2023-05-13 07:00:00,VPC,i-12345678,us-east-1,18.86,3318.58,On-Demand,Dept_C,User_5,Running
2023-05-13 08:00:00,S3,i-87654321,us-east-1,53.23,2106.29,Spot,Dept_D,User_3,Terminated
2023-05-13 10:00:00,RDS,bucket-12345,us-west-2,85.44,2047.53,Spot,Dept_B,User_3,Running
2023-05-13 11:00:00,RDS,bucket-12345,us-west-2,72.13,2119.48,On-Demand,Dept_C,User_5,Stopped
2023-05-13 15:00:00,Lambda,i-87654321,ap-southeast-1,4.97,4766.79,On-Demand,Dept_C,User_4,Running
2023-05-13 16:00:00,DynamoDB,vol-12345678,us-east-1,29.16,4551.05,Spot,Dept_D,User_5,Terminated
2023-05-13 17:00:00,Lambda,i-12345678,eu-central-1,39.97,589.1,Reserved,Dept_D,User_3,Terminated
2023-05-13 19:00:00,S3,i-12345678,us-west-2,79.79,1558.32,On-Demand,Dept_A,User_2,Running
2023-05-13 20:00:00,Lambda,i-12345678,us-east-1,35.05,2798.55,Reserved,Dept_B,User_4,Running
